1,,Chemise Bulle,70,unit,0
2,Picture,Registre 384 pages,3,unit,0
3,Picture,Registre 192 pages,3,unit,0
4,Picture,Registre 288 pages,5,unit,0
5,Picture,Registre 480 pages,4,unit,0
6,Picture,Papier Mousse Brillant Autocolant,254 piece,unit,0
7,Picture,Money Shooter ,2,unit,0
8,Picture,Clip Board A4,2,unit,0
9,Picture,Clip Board FC,1,unit,0
10,Picture,Archivador / Lever Arch File,2,unit,0
11,Picture,Cartouche Toner,0,unit,0
12,Picture,des gobelets en plastique jetables,100,unit,0
13,Picture,enveloppe moyenne blanc,375,unit,0
14,Picture,enveloppe petite blanc,64,unit,0
15,Picture,Dossier d'inscription bleu Amine,60,unit,0
16,Picture,Chemises Cartonnees,150,unit,0
17,Picture,sac poubelle,1,unit,0
18,Picture,Tele Fix GRANDSTREAM,1,unit,0
19,,Porte-documents,39,unit,0
20,Picture,Pocket A4,410,unit,0
21,Picture,Chemise a Rabat,52,unit,0
22,Picture,EUR FIX SILICIONE SEALANT,1,unit,0
23,Picture,??? ????? ??????? (????) ,229,unit,0
24,Picture, classeur en carton vert,26,unit,0
25,Picture,Ceinture de tente,1,unit,0
26,Picture,Dossier jaune pour al amine,184,unit,0
27,Picture,Dossier vert pour al amine,103,unit,0
28,Picture, Enveloppe jaune petite,104,unit,0
29,Picture,Enveloppe jaune moyenne,67,unit,0
30,Picture,Enveloppe jaune grande ,83,unit,0
31,Picture,Enveloppe kraft A2,112,unit,0
32,Picture,Enveloppe kraft A3,96,unit,0
33,Picture,Enveloppe kraft A4,20,unit,0
34,Picture,Dossier d'inscription vert Amine ,150,unit,0
35,Picture,Dossier d'inscription jaune Amine ,144,unit,0
36,,????? ??????? ????????,237,unit,0
37,Picture,Carte étudiante verte,62,unit,0
38,Picture,Attente Musicale,1,unit,0
39,Picture,Carte pour la Journée de la femme,574,unit,0
40,Picture,??? ????? ?????? (????) ???? ,15,unit,0
41,Picture,PE WARNING TAPE,5,unit,0
42,Picture,TV CAPTURE,1,unit,0
43,Picture,JVC Video Cassette Recorder (VCR),1,unit,0
44,Picture,MacBook (Apple Laptop Battery),1,unit,0
45,Picture,Tele Commande DVR,2,unit,0
46,Picture,PC pour DVD et DVR ,1,unit,0
47,Picture,Cassette,12,unit,0
48,Picture,Badge rouge Amine,769,unit,0
49,Picture,Badge jaune Fondation Mohammed VI,103,unit,0
50,Picture,support de badge,17,unit,0
51,Picture,médaille Amine,70,unit,0
52,Picture,Sol-Obs 14,7,unit,0
53,Picture,???? ?????? ?????? ??????,7,unit,0
54,Picture,???? ??????? ??????,18,unit,0
55,Picture,disjoncteur miniature tripolaire (MCB) ,1,unit,0
56,Picture,Panneau de contrôle électronique,0,unit,0
57,Picture,Câble multiconducteur avec connecteurs,0,unit,0
58,Picture,Bobine de câble électrique,0,unit,0
59,Picture,Paquet scellé avec équipement,0,unit,0
60,Picture,Paille bleue pliable,430,unit,0
61,Picture,Point de access/Router RG-EW 1800 GX PRO,1,unit,0
62,Picture,Router TPlink,0,unit,0
63,Picture,sac bleu et or,2,unit,0
64,Picture,???? ???? ????? ?????,5,unit,0
65,Picture,2 MIC Speaker,2,unit,0
66,Picture,Baguettes,254,unit,0
67,Picture,Papier a dessin color,36,unit,0
68,Picture,Papier a dessin,80,unit,0
69,Picture,Textliver (florison),35,unit,0
70,Picture,Livre Archifle ,11,unit,0
71,Picture,JBL Wireless ,6,unit,0
72,Picture,les agrafes ,4,unit,0
73,Picture,Stic ,5,unit,0
74,Picture,Boite d'archife,22,unit,0
75,Picture,DataShow Promethean,2,unit,0
76,Picture,parapluies,4,unit,0
77,Picture,statue de chameau,1,unit,0
78,Picture,Panneau du Roi,3,unit,0
79,Picture,Intercalaires,13,unit,0
80,Picture,panneau d'avertissement,1,unit,0
81,Picture,???? ????? ???,1,unit,0
82,Picture,Grand compas pour tableau,6,unit,0
83,Picture,???? ???? ????? ???????,6,unit,0
84,Picture,DataShow EPSON,4,unit,0
85,Picture,????? ?????? ????? ????? ??????? ??????????,2,unit,0
86,Picture,panneau logo alamine,1,unit,0
87,Picture,FUSER CLEANING WEB,1,unit,0
88,Picture,Lamp de datashow ,4,unit,0
89,Picture,mecanisme poussoir a cable PVC,1,unit,0
90,Picture,Flip chart,115 papier,unit,0
91,Picture,Boulier,2,unit,0
92,Picture,Projector Mount grande,2,unit,0
93,Picture,Projector ceiling and wellMount ,14,unit,0
94,Picture,lamp filtage ,78,unit,0
95,Picture,???? ??????,1,unit,0
96,Picture,papier duplexe color,307,unit,0
97,Picture,???? ??????? ???????,20,unit,0
98,Picture,Ingelec golot poutre,1,unit,0
99,Picture,???? ????? ,20,unit,0
100,Picture,Marqueurs,21,unit,0
101,Picture,Aspirateur,1,unit,0
102,Picture,POMP de Niveau élémentaire,1,unit,0
103,Picture,rallonge,2,unit,0
104,Picture,Bon de Gasoil,29,unit,0
105,Picture,Bon de Piece de Caisse Depenses,15,unit,0
106,Picture,Brosse Magnetique,0,unit,0
107,Picture,Active Pen,45,unit,0
108,Picture,Pen Brosse,10,unit,0
109,Picture,CD installation Pen,12,unit,0
110,Picture,????? ??????,1,unit,0
111,Picture,Allround Resin CoDex,40,unit,0
112,Picture,,0,unit,0
113,Picture,Support de lamp,2,unit,0
114,Picture,Micanisme de chasse,0,unit,0
115,Picture,????? ??????,5,unit,0
116,Picture,Panneau Speaker Zone,3,unit,0
117,Picture,Toner,0,unit,0
118,,scotch transparent,3,unit,0
119,Picture,scotch,6,unit,0
120,Picture,coton-tige,4 packs,unit,0
121,Picture,Patafix 80 glue,8 packs,unit,0
122,Picture,D'encre,11,unit,0
123,Picture,Stamp Pad,4,unit,0
124,Picture,Stylo bic noir,12,unit,0
125,Picture,blanco Correcteur liquide,45,unit,0
126,Picture,ruban color,30,unit,0
127,Picture,cure-dents,1 pack,unit,0
128,Picture,punaises,0,unit,0
129,Picture,gommes,2,unit,0
130,Picture,Ruban adhésif petit,3,unit,0
131,Picture,papier thermique,2,unit,0
132,Picture,papier thermique 210mmx3,1,unit,0
133,Picture,encre pour tampon,2,unit,0
134,Picture,punaises,10,unit,0
135,Picture,punaises,6,unit,0
136,Picture,Butterfly pins,1,unit,0
137,Picture,Stick note ,9,unit,0
138,Picture,crayon,4,unit,0
139,Picture,Colle UNIVERSELLE,298,unit,0
140,Picture,stylo bic ,28,unit,0
141,Picture,ballon,290,unit,0
142,Picture,Glue sticts,18,unit,0
143,Picture,???? ????,2,unit,0
144,Picture,brosse bois,2,unit,0
145,Picture,règle graduée,9,unit,0
146,Picture,plats plastique,10,unit,0
147,Picture,Etiquettes Auto Adhesive ,6 packs,unit,0
148,Picture,cartes visite amine,150,unit,0
149,Picture,Led Downlight,5,unit,0
150,Picture,???? ????? ??????,1,unit,0
151,Picture,certificat de iso,1,unit,0
152,Picture,Bon de Caise,140,unit,0
153,Picture,Plafonner LED Ingelec,4,unit,0
154,Picture,règle 100cm,1,unit,0
155,Picture,les coin pvc,9,unit,0
156,Picture,TV,1,unit,0
157,Picture,SUPPORT TV,1,unit,0
158,Picture,Marker-B,11,unit,0
159,Picture,Cartouche de toner,2,unit,0
160,Picture,Compresses de Gaze Hydrophiles,0,unit,0
161,Picture,Sterisoin band de gaze,0,unit,0
162,Picture,Aureomycine,3,unit,0
163,Picture,Bande,1,unit,0
164,Picture,mini bande,0,unit,0
165,Picture,Alcool,3,unit,0
166,Picture,masque médical,335,unit,0
167,Picture,Steri-Strip,1,unit,0
168,Picture,Cinta adhésif,0,unit,0
169,Picture,Solution Alcool,4,unit,0
170,Picture,Gouache Liquide,1,unit,0
171,Picture,Panel LED Arrarent rond 18W,2,unit,0
172,Picture,Panel LED Arrarent rond 18W avec support,6,unit,0
173,Picture,Panel LED Arrarent rond Normal,4,unit,0
174,Picture,Panel LED Arrarent rond 6W,5,unit,0
175,Picture,Support Camera,1,unit,0
176,Picture,lamp grand filtage,1,unit,0
177,Picture,Boite flexy,12,unit,0
178,Picture,Boite Ingelec petit,2,unit,0
179,Picture,Boite Ingelec grande,2,unit,0
180,Picture,les portes des boites ,2,unit,0
181,,Sticks de position de led,10,unit,0
182,Picture,couverture en plastique de fiche A4,98,unit,0
183,Picture,Fiche A4 EUROCHROME,107,unit,0
184,Picture,Lamps dataShow,12,unit,0
185,Picture,Cable VGA,4,unit,0
186,Picture,Toner grand colore,1,unit,0
187,Picture,lamp 9W filtage,37,unit,0
188,Picture,disjoncteur sectionneur triphasé,1,unit,0
189,Picture,INTER ACTIVE,1,unit,0
190,Picture,Camera HIKVISION,1,unit,0
191,Picture,plaque murale double,5,unit,0
192,Picture,plaque murale simple,66,unit,0
193,Picture,robinet SIN,2,unit,0
194,Picture,plaque murale pour RGA,13,unit,0
195,Picture,TOILET SEAT,1,unit,0
196,Picture,plaque murale multi,7,unit,0
197,Picture,Robinet avec tube,5,unit,0
198,Picture,LED PORTABLE LIGNTS,1,unit,0
199,Picture,Battery Boss,11,unit,0
200,Picture,brosse à dents,12,unit,0
201,Picture,tasses,12,unit,0
202,Picture,mini lamps,25,unit,0
203,Picture,Feuille d'aluminium,1,unit,0
204,Picture,Porte-vêtements,48,unit,0
205,Picture,dentifrice,12,unit,0
206,Picture,piles 1.5v,1 pack,unit,0
207,Picture,Seringue,20,unit,0
208,Picture,Toner photocopier ,0,unit,0
209,Picture,briquet / cuillère,5b / 5c,unit,0
210,Picture,LED PANEL LIGHT,1,unit,0
211,Picture,LED FLOOD LIGHT,2,unit,0
212,Picture,stylo a bille blue,20 stylo,unit,0
213,Picture,Envolope Kraft 123*183,1500,unit,0
214,Picture,Pen Brosse mini,7,unit,0
215,Picture,Pen Brosse grande,21,unit,0
216,Picture,TeleCommande DataShow,3,unit,0
217,Picture,TeleCommande ,4,unit,0
218,Picture,Binding coil,154,unit,0
219,Picture,????? ??????,228,unit,0
220,Picture,Toner Cartridge,2,unit,0
221,Picture,papier jaune A4,0,unit,0
222,Picture,papier A3 ,500,unit,0
223,Picture,switch IP-COM,1,unit,0
224,Picture,Lexman LED ,20,unit,0
225,Picture,Microphone Beta,2,unit,0
226,Picture,Microphone VHF,2,unit,0
227,Picture,?????? ???????,12,unit,0
228,Picture,Badge spelling bee,55,unit,0
229,Picture,Support microphone,2,unit,0
230,Picture,Microphone Zansong,4,unit,0
231,Picture,tasses,4,unit,0
232,Picture,rabot à main,1,unit,0
233,Picture,cartes visite amine,88,unit,0
234,Picture,mecanisme poussoir a cable PVC VESKO,1,unit,0
235,Picture,Filter water ,0,unit,0
236,Picture,livres de niveau 1,4,unit,0
237,Picture,B710 EUR 15K,1,unit,0
238,Picture,ONI,1,unit,0
239,Picture,Article Etiquette Aluminuim,15,unit,0
240,Picture,Bon de Commande,177,unit,0
241,Picture,????,51,unit,0
242,Picture,????? ???????? ?????????,1,unit,0
243,Picture,??? ?????,15,unit,0
244,Picture,lamp long,1,unit,0
245,Picture,???? ????? ???????,1,unit,0
246,Picture,casets,2,unit,0
247,Picture,papier noir,0,unit,0
248,Picture,Masque médical en tissu,34,unit,0
249,Picture,uniforme de basket-ball,8,unit,0
250,Picture,????? ????? ???????,20,unit,0
251,Picture,petites chemises amine,12,unit,0
252,Picture,petites chemises de cuisine,39,unit,0
253,Picture,gilet de football,32,unit,0
254,Picture,Écharpes,49,unit,0
255,Picture,tissu rouge et vert,33,unit,0
256,Picture,tissu jaune,1,unit,0
257,Picture,lamp topage,3,unit,0
258,Picture,Fiche femelle ,8,unit,0
259,Picture,mini motor siren,1,unit,0
260,Picture,Embases a chevilles,82,unit,0
261,Picture,Attaches fils electroniques,117,unit,0
262,Picture,Robinet ,1,unit,0
263,Picture,Fuse,4,unit,0
264,Picture,Kit Prise ,8,unit,0
265,Picture,crepon,28,unit,0
266,Picture,grande panneau de roi,1,unit,0
267,Picture,golot poutre,7,unit,0
268,Picture,Cylinder Serrure GUCU,2,unit,0
269,Picture,Mastic Silicone,1,unit,0
270,Picture,Rivets Avengles Blind Riverts,500,unit,0
271,Picture,Serrure de meuble,6,unit,0
272,Picture,cadre port serrure,47,unit,0
273,Picture,mecanisme de port serrue,1,unit,0
274,Picture,poignée de porte ,3,unit,0
275,Picture,roulette pivotante avec frein,6,unit,0
276,Picture,Robinet gaz,1,unit,0
277,Picture,Robinet,1,unit,0
278,Picture,PC,3,unit,0
279,,boites d'eau,3,unit,0
280,Picture,grande sac vert,23,unit,0
281,Picture,Visiere de protection facial,23,unit,0
282,Picture,led g10 ,8,unit,0
283,Picture,chemise a rabat plastique ,12,unit,0
284,Picture,piles ,21,unit,0
285,Picture,matelas,23,unit,0
286,Picture,cninaiques,2,unit,0
287,Picture,tablier blanc,1,unit,0
288,Picture,tablier noir,1,unit,0
289,Picture,tenus de sport vert,1,unit,0
290,Picture,chemises et casquette,1,unit,0
291,Picture,petits drapeaux,1757,unit,0
292,Picture,Casquettes vert ,118,unit,0
293,Picture,Casquettes rouge,98,unit,0
294,Picture,chapeau,83,unit,0
295,Picture,tenus,38,unit,0
296,Picture,selham,5,unit,0
297,Picture,grands drapeaux avec un mât verte,16,unit,0
298,Picture,grands drapeaux avec un mât blanc,24,unit,0
299,Picture,drapeau longues à l’horizontale avec mat de bois,5,unit,0
300,,drapeau longues à l’horizontale tissu,18 rouge 6 vert,unit,0
301,,grands drapeux,2,unit,0
302,Picture,petits drapeau avec deux color,2,unit,0
303,Picture,image du roi,44,unit,0
304,Picture,couverture du Coran,2,unit,0
305,Picture,stick de clavier,10,unit,0
306,Picture,imprement,0,unit,0
307,,photocopier,1,unit,0
308,Picture,2 micro avec resepteur,1,unit,0
309,Picture,jeux d'un ensemble de blocc de construction,0,unit,0
310,Picture,puzzle de bois,0,unit,0
311,Picture,Graffeus,8,unit,0
312,Picture,mecanisme de port serrue,3,unit,0
313,Picture,rapporteur,10,unit,0
314,Picture,peinture en aerosol,1,unit,0
315,Picture,perceuse a precussion,1,unit,0
316,Picture,boutons magnetiques,30 piece,unit,0
317,Picture,pate thermique,1,unit,0
318,,Papier Mousse Brillant Autocolant A3,17,unit,0
319,Picture,jeux,3,unit,0
320,Picture,machine CoDEX ,1,unit,0
321,Picture,des robots de programation,8,unit,0
322,,scotch couleur rouge vert,4,unit,0
323,,des ruban petits de decorasion ,3,unit,0
324,,des ruban petits brillant ,4,unit,0
325,,scotch double face,6,unit,0
326,,??? ???,20,unit,0
327,Picture,Écharpes avec image de roi,25,unit,0
328,Picture,Écharpes normale,12,unit,0
